-4.859899007745449584e-02,6.051679845321095152e-02,-2.150114255325330515e-02,-3.907273310575766212e-01
-3.242309468298190667e-01,-3.890061444326795709e-02,3.132796468604127221e-02,1.191293111134767713e-01
4.349681437516608046e-02,-1.261779518916153753e-01,3.148349656670617058e-01,-1.691953779832659419e-02
-3.241980722885209193e-02,-1.533193974073467428e-02,-3.116884189136188699e-01,3.667388978762985835e-02
3.021441504050971782e-01,5.271569435217414445e-02,-3.616406429436130193e-02,-1.926762286946304970e-01
-3.949482167752422883e-03,4.251121521252047009e-01,1.107528602533534301e-01,6.005519889932599276e-02
5.444582091980448152e-02,-5.901214034495239763e-02,5.352218142048822402e-01,-5.682411710010656924e-02
-7.097795932021619403e-02,1.119171884107438147e-01,-5.243798837030358984e-01,1.559632698830719887e-02
3.011452943017696796e-02,1.952431079619305898e-01,9.127554318377915921e-02,1.837771018947413973e-02
-3.337369636007683771e-01,-8.438199740306280561e-02,6.956439481976063599e-02,4.766067298376012173e-01
-2.049271215895941134e-01,-4.432179281862402148e-02,2.860045506576458507e-02,2.526012323892469214e-01
-3.434089098454412570e-02,4.892355547098636848e-01,1.021500263543395071e-01,6.044918969935900166e-02
1.549849525931082661e-01,-3.598350035559970059e-03,-1.597151401120870326e-02,2.597557254734396137e-01
-3.807364176481281559e-01,-1.082143501022330909e-02,3.076261587181716370e-02,-2.483588425595799065e-01
3.501602874679076161e-01,-2.524277628256435535e-02,-1.671815516542446423e-02,4.143303791218460042e-01
2.194804875668860122e-01,-3.925226850135571377e-02,-9.467217188342865603e-03,3.789930301450870065e-01
2.789931379810094147e-02,-4.333418626331870804e-01,-1.059000401188210788e-01,-4.684421929024411985e-02
1.492869355287315680e-02,-3.248912232449091553e-01,-5.638448166332110656e-02,-4.226260526364731401e-02
-5.419006699433542157e-02,8.402099880596879122e-02,-4.239042957669008072e-01,3.681981803923828345e-02
-4.333574354591403915e-02,1.435383010453294694e-01,-3.806125761632803833e-02,1.126917947881167503e-02
3.533290144595775950e-01,7.066777115888886462e-02,-6.549443807913875315e-02,-1.963825025743344277e-01
7.540613184435021599e-02,-4.040236192015689842e-01,-1.010916638062606988e-02,-5.511163386493919680e-02
3.983605292228580841e-01,3.265026285058787031e-02,-3.676944797958929534e-02,2.873704714664254700e-02
